Fato;Categoria
Roubo;Atos infracionais contra o Patrimônio
Art. 157;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART, 157, §2, I E II CP;Atos infracionais contra o Patrimônio
Art.157 C.P.;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART. 157 DO CP ;Atos infracionais contra o Patrimônio
ART. 157 DO CP ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
157 Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo ;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
ART.  157 DO CP ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Assalto ;Atos infracionais contra o Patrimônio
roubo;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART.  157 DO CP ;Atos infracionais contra o Patrimônio
ART.  157 DO CP ;Atos infracionais contra o Patrimônio
ROUBO;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Assalto ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ROUBO;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART. 157, § 2 II DO CP ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART. 157, § 2 I E II DO CP ;Atos infracionais contra o Patrimônio
ART. 157, § 2 I E II DO CP ;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART. 157 DO CP ;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
ART.  157 DO CP ;Atos infracionais contra o Patrimônio
Art. 157;Atos infracionais contra o Patrimônio
ART. 157 DO CP ;Atos infracionais contra o Patrimônio
Art. 157 C.P.;Atos infracionais contra o Patrimônio
ART 157 $ 2 I . II CP;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Art. 157;Atos infracionais contra o Patrimônio
ART. 157, § 2º, I E II CP;Atos infracionais contra o Patrimônio
ROUBO;Atos infracionais contra o Patrimônio
Art. 157;Atos infracionais contra o Patrimônio
157 Roubo ;Atos infracionais contra o Patrimônio
Art. 157 C.P.;Atos infracionais contra o Patrimônio
Assalto ;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
157;Atos infracionais contra o Patrimônio
Assalto;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
ART. 155 c/c art 14 inciso II  do CP ;Atos infracionais contra o Patrimônio
Tentativa de Homicídio;Atos infracionais contra a Vida
         T.Homic;Atos infracionais contra a Vida
Tentativa de homicídio;Atos infracionais contra a Vida
Tentativa Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa. De Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
ART. 121 C/C 14 DO CP ;Atos infracionais contra a Vida
ART. 121 C/C 14 DO CP ;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa Homicídio;Atos infracionais contra a Vida
Art.121,§2°,inciso II,C/C Art.14,inciso II;Atos infracionais contra a Vida
Art.121,§2°,inciso II,C/C Art.14,inciso II;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
T. Homicídio;Atos infracionais contra a Vida
T. Homicídio ;Atos infracionais contra a Vida
T.Homic;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
Tentativa de homicídio ;Atos infracionais contra a Vida
Art. 121, 2º, inciso IV, c/c 14, inciso II do CP;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Art. 121, § 2º,inciso II, III e IV c/c Art. 14 inciso II do CP.;Atos infracionais contra a Vida
Tentativa. Homicídio;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
 Tentativa 121;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de homicídio;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
TENTATIVA DE HOMICÍDIO;Atos infracionais contra a Vida
T. Homicídio;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
Homicídio qualificado (tentado);Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa 121;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Tentativa de Homicídio;Atos infracionais contra a Vida
Ten. de Homicídio;Atos infracionais contra a Vida
Tentativa. 121;Atos infracionais contra a Vida
Ten. de Homicídio;Atos infracionais contra a Vida
Tentativa Homicídio;Atos infracionais contra a Vida
T.  Homicídio;Atos infracionais contra a Vida
T. Homicídio ;Atos infracionais contra a Vida
 Art. 121, §2º, Inciso II c/c art. 14 , inciso II ambos do CP.;Atos infracionais contra a Vida
Tentativa de Latrocínio;Atos infracionais contra o Patrimônio
Tentativa de Latrocínio;Atos infracionais contra o Patrimônio
Tentativa de Latrocínio;Atos infracionais contra o Patrimônio
Tentativa Latrocínio;Atos infracionais contra o Patrimônio
"Tentativa de
Latrocínio";Atos infracionais contra o Patrimônio
Tentativa de Roubo;Atos infracionais contra o Patrimônio
ART. 157  DO CP C/C 14, II do CP;Atos infracionais contra o Patrimônio
ART. 157, § 2 inciso I E II DO CP c/c art. 14  inciso II do CP ;Atos infracionais contra o Patrimônio
Tentativa de sequestro;Atos infracionais contra a Liberdade Individual
Tentativa de sequestro ?;Atos infracionais contra a Liberdade Individual
Tentativa Homicídio;Atos infracionais contra a Vida
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
         Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
TRÁFICO;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
ART 33;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
ART 33;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico de Drogas;Atos infracionais relacionados a Entorpecentes
Trafico de Drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
           Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
33 Tráfico;Atos infracionais relacionados a Entorpecentes
Art. 33;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art. 33;Atos infracionais relacionados a Entorpecentes
Art. 33;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art. 33 da Lei 11.343;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
TRÁFICO;Atos infracionais relacionados a Entorpecentes
Art. 33 da Lei 11.343;Atos infracionais relacionados a Entorpecentes
Trafico de Drogas;Atos infracionais relacionados a Entorpecentes
Trafico de Drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Trafico de drogas;Atos infracionais relacionados a Entorpecentes
Trafico de Drogas;Atos infracionais relacionados a Entorpecentes
Art.33;Atos infracionais relacionados a Entorpecentes
TRÁFICO;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Trafico de drogas ;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico  de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico  de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
TRÁFICO;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
Art. 33 C.P.;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
33 Tráfico de Drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico ;Atos infracionais relacionados a Entorpecentes
 Art. 33   Lei 11.343;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico ;Atos infracionais relacionados a Entorpecentes
Trafico de drogas;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
Tráfico de Drogas;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
TRÁFICO;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
33 Tráfico de Drogas;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
ART. 33 DA LEI 11343/06;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art. 33.;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Trafico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
Art. 33, caput, cumulado com Art. 40, inciso I, ambos da Lei 11.343/2006.;Atos infracionais relacionados a Entorpecentes
Art. 33, caput, cumulado com Art. 40, inciso I, ambos da Lei 11.343/2006.;Atos infracionais relacionados a Entorpecentes
33 Tráfico;Atos infracionais relacionados a Entorpecentes
Art.33;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Tráfico de drogas;Atos infracionais relacionados a Entorpecentes
Art. 33;Atos infracionais relacionados a Entorpecentes
Tráfico;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
Art 33;Atos infracionais relacionados a Entorpecentes
